year,month,0_15000.0,15001_40000.0,40001_90000.0,90001.0_n_up,summer_first_4000_therms,summer_excess,winter_first_4000_therms,winter_excess,surcharge,
20,1,0.0,0.0,0.0,0.0,0.300,0.300,0.354,0.354,0.0
